Gene.name,log2FoldChange,padj
LOC108348172,0.192746265,0.052042087
Mettl23,-0.442763225,0.052053198
Arhgap19,-0.498408203,0.052138842
Elavl2,0.184201383,0.052143494
Abhd17a,0.159077875,0.052150815
Adprm,0.201685849,0.052174655
LOC100911625,-0.11974109,0.052238751
Ap1m1,-0.103743959,0.052281865
Slirp,-0.483679127,0.052387813
Pcif1,0.149143747,0.052444047
Kpna3,0.157630716,0.05247094
Gps2,-0.249102585,0.052544863
Mapkapk2,0.156106353,0.052544863
Krba1,-0.165731207,0.052544863
LOC100365958,0.396220297,0.052552548
Taf10,0.217583164,0.05262854
Echs1,-0.262430606,0.052693852
Klhl32,-0.18968298,0.052787429
Rcbtb1,-0.17910608,0.052817739
AC239701.1,-0.267676306,0.052834817
Srpra,0.114132645,0.052845888
Eif3l,-0.092642681,0.052853442
AABR07038948.2,0.31716036,0.052868345
Fscn1,0.125797938,0.053065898
Smap2,0.083102024,0.053257016
AABR07071876.1,-0.323409816,0.053306421
Tuba1a,0.1982017,0.053419923
Upf2,-0.188963608,0.053426277
Slit1,-0.126237131,0.053426277
Ramac,0.173978351,0.053500915
Adgrg6,0.495296507,0.053508263
Gyg1,-0.215021315,0.053624085
Rsph3,-0.364026577,0.05374461
Ncoa2,-0.1257155,0.053905166
Sema7a,-0.297956384,0.053922728
Ddx20,-0.230634433,0.053956996
Clvs2,0.146323263,0.053992108
Tmem164,-0.238413342,0.054290724
Grm6,-0.407263533,0.05440508
Pikfyve,0.114860741,0.054425203
Foxred1,-0.258676511,0.054485723
Ddb1,-0.089490506,0.054529258
Spsb3,0.147063749,0.054756941
Ilkap,-0.153021777,0.054769262
Tlcd3a,-0.286983079,0.05481636
Dnm1,0.115706238,0.054831977
Ndufa2,0.143018942,0.054866562
Borcs7,0.138917764,0.054955788
AABR07014242.1,0.167422432,0.054957788
Hdac3,0.131486753,0.055002409
Gramd1b,0.168588882,0.055002409
Zbtb1,0.240356546,0.05502055
AABR07004397.1,0.376320792,0.055023489
Ptpn4,0.221305966,0.055034273
Tas1r2,-0.14105668,0.055152854
Ppib,0.114904915,0.055256347
AABR07024700.1,0.579356059,0.05527242
AABR07040095.1,0.22954132,0.055451843
Lmo7,-0.142794245,0.05557455
LOC102550543,-0.412911862,0.055707882
Nrbp2,0.181640274,0.055784401
Usp8,-0.161433397,0.05586383
Epc2,0.12576749,0.056139054
Jazf1,0.146227027,0.056150253
Rxfp2,0.801953926,0.056193474
LOC103690095,-0.183879943,0.056222377
Rtca,0.122333373,0.056254481
Ppargc1b,0.314068157,0.056368657
Apip,-0.23934173,0.056650637
Ttf1,-0.358220383,0.056662932
Ccdc40,-0.436264437,0.056779609
Zfp879,-0.432766007,0.056837311
Fbxo41,-0.125623038,0.05686973
Ing4,-0.158602807,0.056897137
RGD1566265,-0.243196615,0.057102079
Prps2,0.196129615,0.05720766
Rpp25l,-0.297245757,0.057251819
Ugt8,0.435454752,0.057251819
Rsph9,0.199443197,0.057251819
Strip2,0.444959333,0.057251819
Oga,-0.153257645,0.057582548
Madd,0.093715266,0.057676526
Arhgdib,0.2493472,0.057771879
Tchp,-0.182400774,0.057793268
Rbmx2,-0.283870844,0.058008569
Prpf38a,0.156299805,0.058058909
Ntn1,0.2953785,0.058234551
AABR07056636.1,-0.556639733,0.058436537
Rpl15,0.114045639,0.05853813
Gpr89b,-0.199823711,0.058540899
Tmem135,-0.140707919,0.058540899
AABR07040839.1,0.411038736,0.058561113
Copz1,0.107713867,0.058864765
Cebpd,0.520222289,0.058872037
H1f4,0.35018043,0.058937102
Dsp,0.84278962,0.058955866
Pmp22,0.969022216,0.059003931
Trmu,-0.272181625,0.059003931
AABR07048421.1,0.357616432,0.059193568
Tmem110,-0.191348014,0.059269515
Dclre1c,0.424584972,0.059321029
Rcn1,0.162576342,0.059368337
Edil3,0.418723971,0.059428056
Morn1,0.297247029,0.059624756
Hnrnpm,-0.100539902,0.059631598
Dpm1,0.239481379,0.059726857
Sorbs3,-0.467272674,0.059796687
Pstpip1,0.460416361,0.059946226
LOC100910771,-0.157770353,0.059978795
LOC100909725,0.399148997,0.060023501
Dock1,0.509432824,0.060043265
Sp4,0.15751038,0.060250127
Emc10,0.137708599,0.060459127
Picalm,0.125406954,0.060526294
Map1s,-0.14723998,0.06053171
Sorcs2,0.327496763,0.0605582
Cpt1c,-0.140871122,0.060627303
Pak4,0.233932638,0.060660075
Tmem198b,-0.443795755,0.060660075
Tmod4,-0.615927354,0.060716354
Cspg5,-0.132055057,0.060849694
Sepsecs,-0.329128908,0.060872375
Rln1,0.478047884,0.060930348
LOC108348114,0.291989388,0.06094322
Pamr1,-0.444976575,0.061024806
Srsf9,0.418301704,0.061242915
Cetn3,-0.197839158,0.061417147
NEWGENE_1562258,-0.220100746,0.061439039
Tmem120a,-0.152823456,0.061439294
Slc9a5,0.242986254,0.061514518
Unc45a,-0.138847893,0.061672311
AABR07031533.1,0.141596567,0.061747395
Ago4,-0.231655837,0.06176914
Spg7,-0.137842266,0.061824917
Ascc2,-0.185991991,0.061855458
AABR07044388.1,0.368731597,0.062102279
Pigx,-0.143439592,0.062180816
Prkg2,0.429498675,0.06225353
Rnls,-0.387271468,0.062443417
Mindy1,-0.304559476,0.062473962
Ptch1,0.186756405,0.062623106
Chmp7,-0.075877978,0.062836141
AABR07043823.2,-0.481175037,0.062870414
Cdk4,-0.107637149,0.063010504
Rasgrf1,-0.221681458,0.063099264
Smtn,-0.662667449,0.063099264
Znrf2,-0.19367957,0.063170855
B4gat1,0.11391846,0.063244241
Nfs1,0.193223609,0.063403602
Pex16,-0.191055119,0.063403602
Phospho2,0.195681605,0.063416721
Slc38a6,0.450167259,0.063419164
Eme2,0.155802531,0.063426961
Cuedc1,-0.152431054,0.063435652
AC120712.3,-0.258054918,0.063435652
Top3b,-0.167728763,0.063495878
Sdhaf3,0.449833054,0.063523737
Ptdss2,0.10763808,0.063569567
Ube3b,-0.096889815,0.063591022
Ino80b,-0.219995445,0.063600074
Tbl3,-0.161454242,0.063600074
Tpbgl,-0.583905306,0.063600074
Mysm1,0.186145195,0.063868486
Recql5,-0.222346091,0.063899784
Fchsd1,-0.240553794,0.06390512
Ppox,-0.198190022,0.06399698
Zfp709l1,0.444304942,0.064004978
Cep162,-0.316449192,0.064088181
AC140988.1,-0.25633055,0.064195375
LOC691807,0.201943299,0.064195375
Scoc,0.222559976,0.064195375
Rasal1,0.246793355,0.064410083
Cops7a,-0.17976414,0.064457218
Nkain3,0.465511246,0.064761351
Dnmt3a,-0.082388879,0.064787927
Rabep1,-0.126667775,0.064794577
Pdgfra,1.343192378,0.065146611
Gpd1,-0.450740589,0.065228801
AABR07056576.1,0.339833203,0.065250589
Yipf1,-0.150951,0.065426445
Cct5,0.05956897,0.065502537
Tceal7,0.619713159,0.065611017
Wdr5,0.092980064,0.065611017
Tmem150c,-0.346087805,0.065710546
Rnaset2,-0.498726898,0.065864221
Mccc1,-0.216236133,0.065876074
Eif3m,-0.132499984,0.065876074
Gpbp1l2,0.283397623,0.065898475
Igf2bp2,-0.350887084,0.065898475
Gcnt2,0.47625396,0.065908217
Trappc8,0.124308709,0.065941902
Eno2,-0.117148899,0.065975449
Lcp1,0.459786021,0.066050354
Aldoc,-0.163634453,0.066083093
C1qbp,0.123117542,0.066166758
L3hypdh,-0.575418082,0.066197065
Ttf2,-0.582048546,0.066234071
Meak7,-0.215721454,0.066245794
Gfra2,0.572796548,0.066337703
AABR07002775.1,-0.278394541,0.066607734
Prickle4,-0.276868167,0.06662183
Ube2b,0.169781599,0.066797135
Ccdc181,0.196444659,0.066943549
Slc35a2,-0.151263254,0.0670291
AABR07040938.1,0.52542746,0.067093482
AC113837.1,0.426515491,0.067137988
Zfp11,-0.252864726,0.067282962
Ube2a,0.197190961,0.067469896
Ppp2r2d,0.137790914,0.06781591
Fdxr,-0.182858369,0.067842575
Rps15a,0.152862783,0.068011563
Wiz,-0.107170517,0.068043578
Npl,0.540028673,0.068090054
Stk38l,0.258857604,0.068124397
Atrip,0.176727298,0.068448048
Dmpk,0.407659311,0.068591537
Foxe1,0.560170994,0.068628932
Mrpl28,0.116831579,0.068645089
Dnaja2,-0.117984634,0.068660046
LOC100910944,0.152420381,0.068682952
Wdr75,0.178099331,0.068730165
Smg6,0.163593253,0.068967125
Syt11,-0.061677604,0.069017831
Snrpa,-0.299657569,0.069033911
Col6a2,0.625029869,0.069045099
Frmd6,-0.358397993,0.069046895
Dennd2b,0.375828231,0.069046895
Chst10,0.085502301,0.069198801
Cops7b,0.134864909,0.069243536
Map3k7,-0.109502579,0.069388994
Myo19,-0.228134081,0.069488558
Icmt,0.140415709,0.069518603
Neurod1,-0.27353733,0.069548331
Cd3eap,-0.242996458,0.069550544
Dnm2,0.154150409,0.069639871
AABR07048211.1,-0.42715188,0.069673725
Plppr2,0.122053011,0.06988838
Garnl3,-0.192545915,0.069967759
Prmt8,-0.19819513,0.06999862
RGD1562420,0.226782071,0.070068978
Itgae,0.390406744,0.070116349
Smim13,0.16157829,0.070156857
RGD1565033,-0.348285149,0.070156857
Dbnl,-0.112011151,0.07022375
Tada2a,-0.218574174,0.070239456
Apaf1,-0.15189456,0.070277796
Rab10,0.153987893,0.070614335
Asb6,0.158613049,0.070668376
Ccdc65,-0.160280946,0.070720796
Atxn7l3,0.121712871,0.070918964
Mkrn1,-0.12295217,0.071151031
Srsf2,-0.169269138,0.071172717
Tcea1,-0.157996392,0.071221569
Irf2bp2,0.185030412,0.071291034
AABR07030529.1,-0.519750505,0.071291034
Tmem229a,-0.179727278,0.071464781
AABR07061902.1,0.22293812,0.071659039
Arf5,0.093764944,0.071659039
LOC102551683,0.502509522,0.071747773
Otulinl,0.404664892,0.071773883
Gcsh,0.203762263,0.071852943
AABR07071294.1,0.352242506,0.072001402
Lrp6,0.106725525,0.072090406
Rbm42,0.126552613,0.072122552
Zfp623,-0.181668218,0.072190586
RGD1304624,-0.361940948,0.0723039
Pgrmc2,-0.11380476,0.072530854
Nts,0.654147364,0.072545451
Usf3,-0.106066856,0.072545451
RGD1307621,-0.676050702,0.072605013
AABR07004272.1,-0.395016394,0.072654051
Rnd2,0.264798633,0.07269948
Mrpl33,0.198739344,0.072783763
Tle3,0.288699609,0.072899343
Wdr37,-0.116379143,0.072924656
Mdk,0.540409215,0.072965285
Vwa5b2,0.176111656,0.072981953
Tmem80,-0.220115814,0.073021219
Apoo,-0.223338233,0.073079097
Ppie,0.178082302,0.073091565
Ccdc93,-0.164643024,0.073125266
Rims1,0.103893938,0.073143104
Stk32b,0.226975334,0.073154958
AABR07017999.1,-0.442848731,0.073159507
Dmxl2,-0.119135882,0.073188928
Wdr63,0.703046867,0.073335514
Adamtsl3,0.386819674,0.073550671
Ap2a1,0.119232377,0.073610772
Myrip,-0.193924072,0.073645244
LOC100912489,0.415803927,0.07365041
Nadsyn1,-0.280416844,0.073673288
Slc39a5,-0.157972377,0.073673288
Uros,-0.310165085,0.073790105
AABR07048308.2,0.256198039,0.073975474
Kalrn,-0.09547728,0.074056494
Rexo1,0.10981629,0.074129907
Mrps28,-0.247949777,0.074139636
Mta2,-0.112671086,0.074171296
Rhobtb2,-0.117256562,0.074283797
Gins3,-0.415643017,0.074469533
Gmnn,0.461068861,0.074493042
AABR07026424.1,0.333104201,0.074493042
Naa20,-0.141555121,0.074542303
Tle2,0.279355204,0.074553867
Fbxw11,-0.093632181,0.074626106
Arl13b,-0.289967318,0.074636526
Zcwpw2,-0.432473703,0.074774492
Eif3g,0.126874409,0.074834231
Abhd17c,-0.109566406,0.074925533
Entpd5,-0.198380253,0.074965284
Trim67,-0.153128733,0.074998246
Pmf1,0.609060361,0.075090298
LOC100363268,0.243861438,0.075090298
Coq5,-0.23086478,0.075203582
LOC103689978,0.114414333,0.075230412
Angptl6,-0.413921931,0.075301077
AABR07061328.1,-0.318504328,0.075301077
Tnfrsf21,0.090916329,0.075407895
AABR07006310.1,-0.435573266,0.075482155
Hs3st5,0.123750545,0.075551706
LOC100910021,0.413637554,0.075569245
Arsa,-0.187682421,0.07567546
Lpin1,0.186422906,0.075721129
Rrp36,-0.309332137,0.075775871
Adamts14,-0.620090879,0.075785883
Kcnh5,0.313405346,0.075883598
AABR07009834.1,-0.28052405,0.075884519
Lcmt1,0.111727656,0.075920807
Cabyr,-0.464657884,0.075928018
Kansl2,0.083389125,0.075964086
Orc6,-0.238906887,0.075972021
Cbx3,-0.208705245,0.075972021
AABR07068327.2,0.31091076,0.075979807
AABR07071000.1,0.19843544,0.075985486
Fras1,0.745560821,0.076065968
Macf1,0.082309566,0.076227472
Ahr,-0.296912826,0.076278271
Tmco3,0.146616046,0.076353274
AABR07034445.1,0.242774903,0.076353274
LOC100911422,-0.109847988,0.076387105
Tshr,-0.258817437,0.076463453
Ccndbp1,-0.157070547,0.076536127
LOC100911252,0.748362285,0.07669864
Adam17,0.338845404,0.076774425
Rpl38,0.339530543,0.076814261
Actl6b,0.153154976,0.076985358
Pnpla4,0.448954531,0.076995591
Ddx39b,0.138393258,0.077138723
Nelfe,0.149367931,0.077150098
Dnajc15,-0.178757379,0.077197928
Fstl1,0.214307681,0.077389686
Tars2,-0.145074123,0.077389686
Rasef,0.521037166,0.07742006
Scarb2,-0.090230537,0.077434191
Cdkn3,-0.619592093,0.077493066
Lrrc8d,-0.101769921,0.077570645
Pex6,-0.109871606,0.077585639
Ncl,0.099369772,0.077670811
Rp9,0.215847082,0.077735293
LOC100912181,0.269496489,0.077861533
Spock1,0.166790956,0.077877594
Col14a1,0.496388099,0.077958249
Fgd1,0.268146304,0.078046186
Med18,-0.247645935,0.078117445
Pde1c,-0.694952643,0.078331024
Ccdc106,-0.144933525,0.078492438
Bcap29,-0.274410598,0.078666148
AC128900.1,0.329483519,0.078690726
Zswim3,-0.170938522,0.078805879
Gls,-0.124372341,0.078805879
Mrpl23,-0.176237238,0.07903746
Rpia,0.210556947,0.079049639
Edc4,0.125010541,0.079192182
Lipg,0.485600393,0.079345833
Igfbp7,0.358397335,0.079529527
Tp53inp1,-0.494437753,0.079550686
Gpr157,-0.513222765,0.079825065
Dpp4,-0.559592889,0.079827707
AABR07032097.1,0.524432072,0.079951767
Lancl2,0.13801113,0.08005042
Atp1a2,1.141492356,0.08011504
AC114111.1,-0.525919096,0.080166175
Peli2,0.224801386,0.080202406
Kif20a,-0.339534557,0.0802498
Col23a1,0.28773604,0.080270413
Ptrhd1,-0.252127614,0.080305884
Gpr156,-0.591161411,0.080305884
Senp5,0.110468385,0.080593432
Rpl10l,-0.561362761,0.080663035
Csnk1g3,0.169557246,0.080663035
Prkcsh,0.109815544,0.080727893
Frmd8,0.169248933,0.080913127
Rnf2,-0.162969161,0.080967824
Cpsf1,-0.105372558,0.081066919
Dhtkd1,-0.403397319,0.081282678
Mef2c,0.154989771,0.081327554
Zfp638,-0.176425403,0.081337332
LOC685619,-0.213893452,0.081337332
Zfp365,0.110207537,0.081410408
Ddhd1,-0.108221292,0.081411169
LOC102556337,0.14475036,0.081468105
Mcoln3,-1.737803065,0.081624267
Tacr1,0.558227103,0.081637916
Gpx8,0.218862826,0.081669019
Cd59,0.159620422,0.081669019
Recql4,0.347436264,0.081788496
Mrps23,-0.190305042,0.081887832
Eda,0.344832336,0.082383018
Aldoa,0.144301708,0.082676034
AABR07051376.2,-0.252938376,0.082683288
AABR07027854.1,0.640715623,0.082769916
Patl1,0.119895287,0.082941957
Col25a1,0.493715301,0.083029623
Polr3e,-0.145014938,0.083066657
Stradb,-0.162348827,0.083066657
Robo2,-0.160203414,0.083152719
Cox17,0.261718504,0.083191835
Zcrb1,-0.1816986,0.083217069
Ssr2,0.126623533,0.083242924
Lurap1,-0.358499343,0.083305486
RGD1564606,0.360545012,0.08331995
Mpc1,0.130002096,0.08338339
Gab1,-0.447571305,0.083493024
LOC361016,-0.402179452,0.083654449
Rab33b,-0.144576694,0.083776459
Pls3,0.715470978,0.083883615
Dscam,0.110658988,0.084045431
Thbs2,-0.488800309,0.084184875
Kars,0.126691473,0.084247951
Urm1,0.137881743,0.084331486
Ttc30a1,-0.526448209,0.084438826
Uck1,-0.138174501,0.084438826
Cbarp,0.133867981,0.084519818
Ubqln4,-0.121346898,0.084532666
Nono,0.068812096,0.084603013
Scg5,0.088539104,0.08500336
Ube3a,0.146196256,0.085148505
Cep295,0.24696459,0.085204767
Ssna1,0.182258758,0.085374326
Tmem160,-0.133496216,0.085669303
Plekhm2,-0.1199673,0.085904579
Iqcd,-0.423075685,0.086270682
LOC100360380,-0.378131704,0.086294005
Heg1,-0.503970188,0.086394547
LOC103690173,-0.239405782,0.086506879
AC093965.1,0.237349609,0.086544469
Mgll,-0.287126968,0.086544469
Hes7,-0.307096859,0.086710128
Mettl5,-0.284862517,0.086759548
Tmem79,-0.503821031,0.08707766
Slc10a7,-0.255190866,0.087354026
Chn2,-0.153055182,0.087397365
Tdp2,0.260729553,0.087397365
Noa1,0.130470504,0.087495608
Trdmt1,0.370960589,0.087551958
Znhit2,-0.230020116,0.087610824
Adra2a,0.200218569,0.087643048
Rab18,-0.128997194,0.087951907
Pomgnt1,-0.095811591,0.087954857
B3glct,-0.311822651,0.087954857
Bcap31,0.119404629,0.087967307
Trpm8,0.418034606,0.087995748
Ppcdc,-0.236998417,0.088086705
AABR07065438.2,0.2187282,0.088222275
Kcne2,-0.427230526,0.088298472
Dusp11,0.305407946,0.088471576
Pold3,0.144134056,0.08863824
Nufip1,-0.116102055,0.088816395
Eif3k,0.125160874,0.088934433
Psmc3ip,-0.456443327,0.089054027
Mt-nd3,0.326896622,0.089117751
LOC100912228,0.433120242,0.089132124
Celf3,0.092586675,0.08919046
Napa,-0.088153841,0.089399123
Ankrd46,-0.107316769,0.089407188
Spindoc,-0.11958419,0.089589679
Khdrbs1,0.146805324,0.089614474
RGD1305350,0.128979991,0.090166212
LOC100911440,0.153033596,0.090177553
Atp13a1,0.108659743,0.090238959
Cacng6,-0.484234126,0.090512374
Crb2,-0.263092767,0.090578124
Tceal3,-0.177946082,0.09062635
Plekhh1,-0.429057432,0.090643474
Enpp2,0.504929432,0.090694738
Pcdhb14,-0.234515669,0.090708402
Atp1a3,0.101751749,0.090770392
Ttll7,0.094033228,0.090923361
LOC100363452,0.249549245,0.090930041
AABR07043748.1,0.167395465,0.091074751
Sort1,0.127988188,0.091267376
LOC679087,-0.201085726,0.091283893
Abce1,-0.111173706,0.091464126
Fam221a,0.335774666,0.091510921
Vcpip1,-0.095526625,0.091536488
AABR07003176.1,0.227942876,0.091545756
Get1,-0.08093471,0.091791521
AABR07063462.1,0.351828224,0.092007373
Csnk1e,0.094008312,0.092069315
AABR07065531.22,0.604096384,0.092189542
RGD1560289,0.54104577,0.092464168
Hnmt,-0.550390712,0.092687035
Lins1,-0.228508075,0.092763302
Dhx37,-0.139351839,0.09295469
Atp8b2,0.114386583,0.093079813
Taf11,0.194578407,0.093216292
Clasrp,0.231935201,0.093309003
AABR07054045.1,0.332069965,0.093426387
Fancc,0.297603522,0.093551673
Myof,0.570630572,0.093792893
AC120262.1,0.225552029,0.093964821
Tox2,-0.29385899,0.093964821
Arhgef37,0.242644506,0.09399541
Stambpl1,-0.195466133,0.094029069
Dcp2,-0.233034921,0.094209377
Lgals3,-0.893902761,0.094316892
Sec13,0.137285031,0.094432386
AABR07035074.1,1.002578526,0.094524524
Slc25a22,0.1549888,0.094537477
LOC108348201,0.213292962,0.094663693
Ndufa12,0.144977789,0.094691223
Tomm5,0.216473346,0.09476835
Sav1,-0.158896817,0.09495377
Ctcf,0.116186525,0.095125961
RGD1562136,0.12020206,0.095137332
Fcho1,-0.211408316,0.095137332
Ubox5,-0.164689571,0.095153803
Iqub,0.541538854,0.095220234
E2f6,0.19923445,0.095237836
Kctd20,0.147506681,0.095419769
Ankfy1,-0.079510164,0.09545881
Pold2,-0.205463142,0.095567346
Gnpda2,-0.371206382,0.09572656
Rab30,0.192878644,0.095749705
AABR07006889.1,-0.140568395,0.095766179
Sumo1,0.153396296,0.09576825
Mettl27,-0.349979788,0.095871782
Dennd3,-0.251228929,0.095948665
Dnd1,0.616193805,0.096174736
AABR07073181.1,0.43011143,0.096277334
AABR07041963.1,0.526896518,0.096277334
Cops6,-0.10050791,0.09652215
Klhl17,-0.167735257,0.09652215
Itpa,0.130835861,0.096602524
Wdr12,-0.112017521,0.096942433
Bnip2,-0.229947276,0.097135414
Acot13,-0.358919937,0.097163827
Hydin,-0.34859713,0.097288524
Simc1,0.140906148,0.097387772
Dip2c,0.099760106,0.097422976
Mesp1,-0.478887746,0.097426883
Unc93b1,-0.463570551,0.09743519
Cactin,0.167997052,0.097536847
RGD1311595,-0.139993746,0.097885751
AABR07003056.1,-0.335523742,0.098006365
LOC499407,0.290818146,0.098062665
LOC687399,0.254856038,0.098100306
Serinc1,0.138699734,0.098100306
Mpped1,0.12273021,0.098167954
Sec11a,0.128117016,0.098217985
Hint3,-0.315758451,0.098395566
Zcchc8,0.152132464,0.098395566
Scnm1,-0.268748093,0.098523371
Cenpv,0.176428456,0.098674007
Xrcc6,-0.157639763,0.098674007
Crppa,-0.292210945,0.098674007
Ssr1,0.12769024,0.098719893
Chaf1b,0.401149609,0.098830961
Zfp872,-0.385419411,0.098838162
Slc3a1,0.165792133,0.098857846
Rfc2,-0.193712013,0.098894637
Lrtomt,-0.48570011,0.098901374
Cops8,-0.089085563,0.098940116
NEWGENE_1310561,-0.151072215,0.099261662
Trim32,-0.083098066,0.09929247
Ptges3l,-0.530240254,0.09934075
Zfp317,-0.205630079,0.09934075
Tmem59l,0.104901382,0.099444569
Mkrn2,-0.113547429,0.099763426
Ccdc191,-0.418730444,0.099786005
Rps6kb1,-0.185575711,0.099786005
Tma16,-0.205028571,0.09987172
AABR07072025.1,0.469948609,0.099874148
Mrps2,-0.094743065,0.099874148
Gpr150,-0.470686746,0.099874148
Gnal,0.183136259,0.10020486
RGD1562339,0.136002211,0.100283173
Scamp3,-0.096040748,0.100459288
Mrps36,0.201832102,0.100486446
LOC108348106,0.213516033,0.100542215
Dlg2,0.100613468,0.100547426
Ifi30,0.283720966,0.100691081
Cdc23,-0.131820091,0.100781367
Ppp3ca,0.193938821,0.101008138
Ankrd13c,-0.075041893,0.101010542
Reps2,-0.124465751,0.101036701
Ppp1r3e,-0.258430875,0.101256375
Rbfox2,0.113655309,0.101444656
AABR07012795.1,0.243759095,0.10155295
Vma21,0.224317788,0.101579042
Rnf187,-0.085715686,0.10171092
Fam78b,-0.20591901,0.101813849
LOC102551929,-0.429907787,0.101819959
AABR07004746.1,0.452884676,0.101868085
Gna12,0.096056951,0.101969408
Pak1ip1,-0.207127322,0.102070631
Zswim4,0.142570039,0.102194445
Ddx10,0.163360914,0.102543136
Pa2g4,-0.079687359,0.102593817
Atp13a2,-0.106289785,0.10260563
Naa16,-0.38105001,0.103023286
AABR07003030.2,0.645092441,0.103023286
Cds1,0.106100972,0.103043626
Tfcp2l1,0.522681465,0.103288865
Golga7b,0.089423941,0.103414353
Phlda3,-0.292018321,0.103437293
Timp2,0.084687239,0.103479619
Tmem167a,0.154866084,0.103771137
Ccdc174,0.214711932,0.103780679
Hist1h4b,-0.412336431,0.103831165
Mapk15,-0.346473103,0.103854717
Asb15,-0.219383127,0.10392739
AABR07065387.1,0.437657388,0.104049203
AABR07067499.1,0.303605495,0.104049203
AABR07061755.1,0.14025007,0.1040979
Cc2d2a,0.329688513,0.104201937
Dlgap1,-0.106028955,0.104503749
Zfp133,-0.194219706,0.104521111
Atp5mc1,0.112988154,0.104635085
Cmtm4,-0.147333364,0.104823718
Tmem222,0.145623746,0.105098804
